Record_ID,Region,Hour,DayOfWeek,Temperature_C,Humidity_pct,Rainfall_mm,PopulationIndex,IndustrialIndex,SolarGenerationIndex,GridLoad_MW
436,Central,13,6,18.2,41,5.8,62,54,0.69,563.7
437,Northern,5,2,29.6,44,7.1,63,89,0.01,680.4
438,Western,14,0,28.5,78,2.3,65,85,0.65,656.6
439,Northern,22,2,29.8,38,7.4,85,26,0.0,503.8
440,Eastern,8,1,28.5,84,6.5,90,67,0.5,687.5
441,Western,17,5,28.3,84,2.5,61,29,0.11,436.4
442,Northern,5,5,26.7,59,6.9,58,40,0.24,466.5
443,Northern,8,0,23.6,80,4.3,88,26,0.52,503.1
444,Northern,20,4,32.3,54,0.0,54,60,0.18,597.9
445,Western,5,4,19.2,67,6.4,55,64,0.09,555.1
446,Western,6,5,23.6,58,0.0,85,21,0.06,506.0
447,Central,11,3,22.1,76,0.0,93,61,0.35,684.2
448,Northern,3,3,22.4,81,0.7,82,85,0.11,727.9
449,Central,1,2,33.3,47,2.1,60,88,0.04,739.0
450,Western,20,0,21.6,75,4.5,56,46,0.18,504.9
451,Eastern,22,5,31.2,76,3.8,51,78,0.12,616.7
452,Eastern,1,0,19.2,46,4.8,66,72,0.03,618.5
453,Central,20,3,25.4,36,1.1,91,28,0.25,618.6
454,Northern,18,0,29.9,39,0.0,100,58,0.3,734.1
455,Western,9,6,33.8,59,0.0,60,88,0.16,725.8
456,Eastern,23,3,31.5,89,0.0,69,67,0.08,625.4
457,Western,0,4,32.9,44,3.4,84,90,0.0,780.7
458,Eastern,9,1,30.7,92,2.5,60,43,0.17,514.8
459,Western,8,1,19.9,77,6.0,91,90,0.05,762.4
460,Northern,21,0,22.3,47,2.1,72,36,0.17,526.0
461,Western,7,0,22.8,39,6.5,71,59,0.4,604.1
462,Central,4,4,27.6,86,0.9,70,51,0.26,597.3
463,Northern,22,5,28.9,52,4.4,80,79,0.07,696.7
464,Northern,9,3,27.4,46,1.7,58,88,0.15,690.0
465,Central,23,5,19.3,39,10.6,87,94,0.03,793.9
466,Western,18,1,33.4,70,2.3,91,39,0.18,643.6
467,Central,7,6,28.0,89,1.6,75,66,0.29,691.3
468,Eastern,21,1,32.4,86,10.5,78,40,0.04,576.7
469,Northern,18,5,32.8,44,2.5,52,48,0.38,532.4
470,Northern,7,0,22.5,49,6.3,74,80,0.54,686.3
471,Northern,1,0,34.7,55,13.5,97,53,0.05,657.1
472,Central,18,1,24.4,59,0.0,83,52,0.19,688.1
473,Western,7,4,24.9,87,6.9,88,20,0.29,482.5
474,Eastern,4,3,20.8,39,0.0,61,40,0.12,496.6
475,Central,22,6,20.0,49,0.0,80,81,0.08,746.9
476,Eastern,18,1,29.0,61,4.5,58,85,0.02,710.9
477,Western,18,1,19.0,51,8.3,88,92,0.32,792.8
478,Western,23,5,29.2,53,6.3,80,41,0.02,554.6
479,Northern,13,4,20.4,72,4.4,60,63,0.85,535.1
480,Eastern,19,4,19.2,59,1.2,83,84,0.29,766.2
481,Central,4,4,19.6,65,8.5,55,81,0.22,639.9
482,Western,19,4,32.1,92,10.0,83,73,0.15,711.6
483,Western,1,5,27.0,49,8.3,72,95,0.07,738.4
484,Central,22,4,19.7,43,2.8,68,89,0.07,750.6
485,Central,6,0,30.1,85,9.1,74,46,0.34,573.9
486,Northern,10,3,24.2,44,0.0,84,74,0.47,691.5
487,Western,19,2,34.9,60,3.2,61,67,0.23,645.3
488,Eastern,15,2,34.8,71,0.0,92,35,0.56,589.2
489,Northern,14,6,29.9,45,7.8,85,26,0.13,507.8
490,Western,20,0,31.7,87,10.0,55,28,0.09,468.7
491,Northern,11,0,28.4,81,0.0,95,27,0.87,534.7
492,Northern,5,5,26.4,35,5.2,62,24,0.33,434.2
493,Eastern,16,4,29.9,74,3.7,91,20,0.65,499.8
494,Eastern,2,2,31.3,57,0.5,83,21,0.12,493.1
495,Northern,2,0,27.3,81,8.3,72,55,0.04,544.6
496,Central,6,3,33.8,71,6.1,85,29,0.25,557.4
497,Northern,10,0,31.7,51,9.5,94,76,0.81,707.3
498,Western,18,3,31.1,83,0.0,87,23,0.24,555.1
499,Eastern,8,0,24.5,85,10.5,70,72,0.64,637.2
500,Western,16,4,18.2,88,2.7,93,63,0.05,659.0
501,Eastern,5,3,23.3,48,6.1,81,45,0.1,565.8
502,Northern,7,6,22.5,49,4.1,59,33,0.07,468.0
503,Central,2,5,34.2,66,0.0,80,67,0.1,699.6
504,Northern,15,4,32.8,66,6.5,75,48,0.56,565.5
505,Northern,4,0,26.9,62,0.0,75,42,0.15,536.1
506,Eastern,3,5,26.8,55,2.7,74,94,0.03,754.0
507,Western,11,4,32.7,46,0.0,89,63,0.34,684.1
508,Western,15,3,21.6,79,3.1,67,77,0.13,631.4
509,Eastern,4,4,29.7,87,6.2,85,75,0.29,699.7
510,Eastern,6,1,31.6,82,8.3,76,83,0.07,718.6
511,Central,20,4,27.1,55,3.9,75,32,0.23,569.3
512,Northern,1,1,31.8,65,4.2,66,66,0.03,604.8
513,Eastern,17,6,22.4,36,0.0,86,93,0.38,788.6
514,Western,17,1,34.6,53,0.0,99,77,0.52,779.6
515,Northern,12,4,22.9,75,12.7,76,93,0.4,701.4
516,Northern,2,0,20.8,49,0.2,88,70,,690.7
517,Western,14,6,32.7,58,2.9,76,41,0.15,542.9
518,Central,0,1,30.4,77,2.9,63,41,0.0,551.9
519,Western,3,0,33.9,65,1.9,83,30,0.03,531.9
520,Eastern,19,1,19.4,94,6.2,97,56,0.18,669.7
521,Northern,4,1,27.0,45,10.3,80,79,0.32,688.9
522,Eastern,17,2,27.3,43,10.6,87,78,0.37,716.6
523,Northern,20,4,25.4,75,0.2,80,89,0.08,765.0
524,Central,2,3,23.2,61,2.7,83,37,0.06,580.8
525,Northern,15,4,18.1,94,0.0,50,75,0.6,555.3
526,Western,19,1,31.5,70,0.0,75,51,0.07,633.8
527,Eastern,23,5,24.6,59,3.4,83,54,0.02,618.4
528,Eastern,23,4,31.7,61,3.7,68,34,0.05,505.5
529,Eastern,19,3,22.6,74,0.0,53,88,0.01,696.8
530,Central,3,2,22.6,80,2.4,59,21,0.12,429.2
531,Central,10,3,23.3,86,0.0,71,30,0.7,494.8
532,Eastern,4,0,22.5,60,8.1,66,68,0.28,608.6
533,Central,3,6,30.1,59,3.7,62,78,0.18,677.8
534,Northern,3,4,29.3,48,0.0,70,40,0.16,524.1
535,Northern,1,5,33.9,68,7.1,62,66,0.07,600.3
536,Eastern,21,1,34.5,50,0.0,100,55,0.15,731.5
537,Eastern,12,6,22.1,37,0.0,73,31,0.25,492.7
538,Central,15,0,29.7,56,18.4,53,65,0.48,569.7
539,Northern,22,4,31.5,43,0.0,78,44,0.0,571.3
540,Western,12,2,30.3,51,7.6,85,57,0.54,623.2
541,Northern,15,1,27.6,69,0.0,88,90,0.12,775.4
542,Central,16,1,25.6,87,2.6,99,84,0.25,809.4
543,Central,5,0,28.5,58,3.6,92,88,0.34,805.5
544,Northern,6,4,29.6,84,0.0,76,61,0.06,608.2
545,Central,16,5,19.1,88,5.9,62,33,0.32,465.4
546,Northern,3,0,27.7,88,0.0,53,66,0.06,563.3
547,Central,22,0,18.2,93,4.5,79,27,0.06,505.5
548,Northern,23,3,32.0,85,0.6,83,25,0.06,477.8
549,Western,9,0,34.1,68,9.6,62,44,0.39,535.1
550,Central,7,4,28.6,46,0.0,99,93,0.21,881.0
551,Western,14,5,29.3,91,10.0,82,63,0.55,630.6
552,Northern,17,4,25.5,57,8.2,73,72,0.45,625.3
553,Western,13,6,30.3,73,3.4,99,90,0.85,805.6
554,Central,8,2,34.3,63,3.1,68,22,0.35,505.5
555,Northern,9,0,23.1,49,4.0,85,85,0.42,751.1
556,Northern,18,1,19.6,64,1.3,87,51,0.12,633.3
557,Northern,9,0,27.7,71,10.1,100,81,0.13,762.5
558,Central,22,5,27.8,93,8.9,96,93,0.06,830.6
559,Central,1,6,23.7,91,5.1,99,49,0.06,647.9
560,Central,19,0,28.8,75,0.0,70,89,0.24,794.6
561,Western,10,4,29.9,44,10.7,78,93,0.42,754.9
562,Western,7,3,22.9,60,5.7,86,26,0.32,521.3
563,Eastern,8,0,24.8,62,3.4,80,91,0.13,767.6
564,Eastern,12,5,27.7,70,0.0,65,29,0.27,455.7
565,Western,13,2,29.6,71,9.3,73,64,0.17,620.7
566,Western,11,4,29.1,84,0.0,89,38,0.4,584.9
567,Central,7,1,29.7,44,3.5,97,26,0.14,593.8
568,Central,19,1,32.8,87,1.9,69,77,0.2,747.1
569,Northern,10,1,30.6,48,4.7,85,81,0.52,730.5
570,Central,4,5,29.9,36,0.0,66,41,0.02,579.3
571,Central,6,6,29.8,52,9.9,54,69,0.33,620.8
572,Western,21,6,33.5,58,3.6,64,68,0.13,664.3
573,Eastern,22,0,33.4,66,7.1,62,84,0.16,672.0
574,Western,17,5,18.4,50,6.8,75,40,0.01,513.2
575,Northern,21,2,24.0,54,4.2,53,52,0.22,560.9
576,Eastern,0,4,34.1,49,9.2,55,68,0.0,615.7
577,Eastern,21,4,32.8,78,3.5,77,59,0.23,668.6
578,Eastern,10,3,27.2,48,0.0,58,59,0.57,558.0
579,Eastern,16,1,25.3,93,5.8,70,28,0.37,450.5
580,Northern,23,0,21.1,88,8.9,76,72,0.03,615.4
581,Eastern,23,6,33.2,94,2.8,56,36,0.02,461.7
582,Eastern,19,4,22.5,71,0.0,93,23,0.15,548.4
583,Northern,22,6,26.1,67,6.2,61,69,0.08,581.5
584,Northern,4,1,21.3,37,0.0,76,48,0.25,570.5
585,Western,6,6,21.5,46,16.1,94,61,0.43,634.7
586,Northern,7,3,24.9,37,0.0,75,93,0.35,752.4
587,Western,16,5,32.9,85,5.3,52,51,0.35,504.5
588,Central,12,5,18.7,59,0.0,62,57,0.44,580.1
589,Central,9,6,32.1,64,5.1,94,86,0.68,832.5
590,Eastern,14,6,29.0,40,2.6,75,72,0.27,673.2
591,Western,0,1,25.7,92,2.2,55,52,0.0,504.1
592,Western,20,5,31.5,80,2.8,90,66,0.03,721.9
593,Western,22,3,30.4,67,0.8,52,41,0.15,472.5
594,Central,18,6,29.2,44,4.5,76,59,0.15,699.6
595,Central,14,2,28.6,42,13.2,89,52,0.01,643.3
596,Eastern,15,6,26.5,86,13.3,63,95,0.49,690.9
597,Northern,14,3,25.5,73,0.0,89,91,0.68,754.1
598,Central,6,0,21.1,38,2.2,92,93,0.42,823.6
599,Eastern,9,2,33.6,38,15.3,93,56,0.46,691.3
600,Northern,22,5,28.1,85,0.0,52,31,0.13,407.3
601,Central,10,2,33.3,87,7.8,68,80,0.11,705.9
602,Eastern,22,6,22.7,68,0.1,89,27,0.02,525.6
603,Northern,23,5,27.0,40,0.0,77,60,0.02,625.0
604,Western,18,4,24.0,43,0.0,81,43,0.44,598.0
605,Central,7,5,22.9,47,4.1,97,46,0.47,668.8
606,Central,13,3,18.8,57,0.0,90,45,0.63,611.1
607,Central,8,6,19.2,54,0.0,57,62,0.23,612.1
608,Northern,23,4,28.5,36,4.6,93,81,0.08,747.9
609,Northern,1,5,20.3,44,0.0,79,72,0.08,649.7
610,Central,1,6,26.9,71,2.3,63,93,0.06,735.2
611,Western,11,0,34.5,52,5.5,90,88,0.77,769.3
612,Northern,18,4,24.6,73,9.5,95,60,0.35,689.9
613,Northern,8,3,19.5,91,3.4,63,87,0.2,675.2
614,Central,3,2,31.3,84,3.7,80,84,0.04,762.2
615,Central,10,3,30.5,68,1.4,83,36,0.17,588.8
616,Central,1,3,24.6,90,2.6,93,31,0.03,571.7
617,Northern,1,0,26.8,77,3.0,90,46,0.03,585.1
618,Northern,6,2,22.7,55,4.1,59,40,0.14,455.3
619,Northern,0,4,27.5,41,4.3,67,38,0.0,507.3
620,Western,9,4,22.2,39,0.0,53,36,0.02,492.1
621,Western,21,0,19.8,38,7.3,89,65,0.08,708.4
622,Western,6,5,30.9,86,0.0,86,36,0.05,549.1
623,Western,22,3,19.7,54,0.0,80,49,0.16,564.9
624,Northern,4,6,33.2,51,7.3,100,61,0.15,687.6
625,Northern,0,0,26.1,57,0.0,99,64,0.0,699.5
626,Central,4,4,19.7,87,2.5,100,58,0.18,686.4
627,Western,12,4,25.0,74,3.1,74,28,0.34,474.4
628,Eastern,22,4,25.3,62,0.0,61,29,0.12,450.0
629,Central,22,4,32.2,42,0.0,78,42,0.05,604.0
630,Western,12,0,28.2,78,6.4,70,83,0.64,660.4
631,Central,1,0,21.7,43,11.2,98,38,0.06,603.3
632,Northern,14,4,23.0,74,0.1,69,92,0.66,693.9
633,Northern,21,2,33.6,94,0.0,55,94,0.0,734.7
634,Central,16,3,32.4,89,1.7,50,91,0.55,699.8
635,Western,11,0,32.6,90,8.2,90,60,0.65,643.8
636,Eastern,12,3,25.4,48,0.0,85,69,0.84,672.3
637,Eastern,11,6,25.1,53,10.4,50,29,0.59,400.4
638,Central,4,5,33.0,77,0.0,58,73,0.29,666.3
639,Western,22,4,33.8,74,5.5,74,65,0.04,644.8
640,Northern,13,4,18.1,66,5.1,76,89,0.53,688.4
641,Central,1,0,27.7,80,0.0,59,87,0.08,714.9
642,Western,8,3,26.8,68,4.7,90,29,0.46,541.3
643,Central,17,6,27.9,74,7.3,80,78,0.3,725.1
644,Northern,15,4,30.5,61,0.0,68,41,0.03,536.8
645,Western,19,5,23.2,85,1.4,87,41,0.24,595.6
646,Eastern,21,2,31.8,74,8.7,82,29,0.21,551.4
647,Central,8,2,20.3,52,2.4,88,42,0.61,625.1
648,Eastern,23,1,29.2,58,4.4,81,43,0.07,566.7
649,Western,1,2,34.7,44,0.0,98,72,0.06,749.5
650,Northern,7,5,25.5,75,6.3,53,53,0.44,520.1
651,Eastern,3,0,20.8,60,0.0,74,69,0.12,645.2
652,Western,4,4,32.8,35,0.8,93,60,0.32,703.5
653,Western,21,0,19.7,69,0.0,89,54,0.08,643.4
654,Eastern,8,6,19.7,76,0.0,96,95,0.51,814.9
655,Central,16,2,29.5,46,2.7,54,21,0.27,439.6
656,Eastern,16,0,29.7,57,3.8,52,23,0.41,409.2
657,Central,1,4,29.2,88,4.4,95,35,0.01,612.0
658,Eastern,19,1,24.4,83,8.2,57,43,0.11,508.6
659,Western,14,5,33.9,75,0.0,94,61,0.21,693.2
660,Northern,2,2,31.2,59,0.0,66,42,0.07,535.9
661,Western,15,1,28.4,46,1.5,63,33,0.68,468.9
662,Western,22,2,19.8,39,10.3,51,83,0.02,623.8
663,Northern,20,0,33.9,77,0.8,75,93,0.0,790.7
664,Central,22,6,26.3,62,0.0,84,48,0.0,639.1
665,Northern,22,6,31.3,42,0.0,71,58,0.07,597.1
666,Western,20,5,19.5,69,5.8,98,57,0.22,680.6
667,Western,5,4,18.7,59,0.8,56,65,0.2,556.9
668,Eastern,20,3,30.5,43,4.1,81,69,0.02,726.8
669,Central,17,5,23.2,69,11.9,52,63,0.03,565.3
670,Western,23,0,24.9,48,5.6,93,88,0.01,766.9
671,Central,18,1,33.7,37,2.5,80,25,0.12,577.8
672,Central,20,1,18.2,75,7.1,79,41,0.28,594.7
673,Eastern,2,6,31.9,42,0.0,54,45,0.07,518.2
674,Eastern,23,5,24.8,42,9.5,70,47,0.06,544.1
675,Eastern,18,1,23.7,42,1.7,94,67,0.28,757.2
676,Western,14,1,33.7,37,8.9,99,40,0.01,631.6
677,Northern,15,0,18.1,46,10.0,76,80,0.52,652.4
678,Eastern,6,1,28.9,68,0.0,89,24,0.3,520.9
679,Northern,22,3,28.4,40,0.0,76,20,0.09,452.4
680,Eastern,6,0,34.8,41,0.0,79,46,0.14,591.3
681,Western,6,0,31.5,78,9.1,61,40,0.34,466.4
682,Western,1,0,29.0,53,4.0,52,33,0.06,448.8
683,Eastern,17,1,20.7,36,0.5,96,76,0.35,743.4
684,Central,10,3,21.4,78,5.9,70,49,0.08,564.1
685,Western,23,3,32.8,59,4.5,53,75,0.01,617.1
686,Northern,19,3,21.0,58,8.2,67,45,0.14,550.0
687,Western,1,5,27.7,52,9.4,76,41,0.06,548.4
688,Eastern,7,2,28.3,85,6.4,86,90,0.5,754.5
689,Western,2,3,32.6,66,5.3,79,55,0.0,608.6
690,Eastern,13,5,32.8,50,0.0,86,20,0.38,517.2
691,Western,1,0,34.9,81,3.2,80,32,0.04,522.9
692,Eastern,7,0,27.5,35,1.2,58,65,0.17,613.0
693,Central,20,0,18.3,77,0.4,79,79,0.26,766.0
694,Central,22,3,21.1,90,0.0,90,29,0.06,557.8
695,Eastern,22,2,27.0,53,0.0,100,30,0.1,584.1
696,Central,10,5,33.8,67,10.1,57,69,0.3,624.1
697,Eastern,19,0,24.2,46,0.0,58,62,0.1,610.5
698,Eastern,3,5,26.1,95,3.1,98,48,0.08,608.2
699,Western,8,4,29.6,52,7.5,81,84,0.35,748.5
700,Western,3,3,30.1,78,7.9,89,67,0.2,658.9
701,Western,22,6,34.6,91,12.7,55,30,0.07,429.5
702,Eastern,5,2,34.3,39,6.1,81,39,0.36,571.5
703,Eastern,16,5,18.4,61,9.1,80,64,0.28,618.7
704,Eastern,23,5,18.4,47,12.4,83,62,0.03,632.2
705,Western,10,5,29.0,55,0.0,79,58,0.47,624.0
706,Central,9,1,31.4,49,0.0,59,65,0.21,659.2
707,Eastern,5,4,33.7,80,0.0,95,39,0.07,604.2
708,Eastern,3,0,34.9,71,5.7,63,91,0.18,717.6
709,Eastern,21,2,34.6,44,0.0,84,58,0.03,712.3
710,Northern,0,3,33.8,84,6.4,59,20,0.0,403.4
711,Eastern,17,4,23.6,80,0.0,86,76,0.2,720.5
712,Northern,3,5,26.1,37,7.1,51,71,0.15,584.3
713,Eastern,7,3,24.1,55,9.7,100,55,0.11,683.9
714,Western,2,4,32.4,78,2.0,62,82,0.05,665.8
715,Western,19,4,34.0,93,0.5,73,69,0.16,680.7
716,Western,9,2,24.0,63,4.5,97,73,0.6,732.6
717,Eastern,9,1,31.7,92,0.0,87,31,0.11,567.8
718,Western,9,3,34.8,68,4.8,55,20,0.31,420.3
719,Eastern,8,3,21.0,64,0.9,62,43,0.55,501.8
720,Northern,9,4,26.3,87,7.4,81,91,0.55,727.0
721,Western,7,0,31.5,44,2.0,57,56,0.24,598.7
722,Central,15,5,29.0,36,5.9,88,66,0.44,720.5
723,Central,18,3,32.8,75,0.0,73,85,0.37,769.1
724,Eastern,0,6,22.4,72,7.1,72,40,0.0,513.9
725,Central,11,3,28.8,57,7.0,82,44,0.7,597.8
726,Northern,5,6,19.6,83,5.2,93,58,0.11,628.7
727,Central,22,5,24.2,69,0.0,58,86,0.05,690.9
728,Eastern,15,3,23.8,93,4.8,62,91,0.46,681.1
729,Western,16,6,27.0,70,0.3,79,29,0.08,488.6
730,Western,4,0,26.2,54,2.0,88,86,0.25,753.0
731,Eastern,10,1,30.1,36,2.9,94,38,0.57,592.9
732,Central,9,1,21.6,40,0.0,54,22,0.58,454.7
733,Central,13,0,21.3,37,4.6,80,35,0.83,539.2
734,Eastern,1,0,23.1,35,3.2,87,45,0.02,584.1
735,Northern,11,0,19.5,89,2.9,72,40,0.78,471.9
736,Central,23,4,22.1,71,11.4,83,47,0.06,601.0
737,Eastern,9,1,33.3,69,11.0,82,80,0.27,734.8
738,Western,18,1,25.5,41,5.0,77,47,0.26,614.0
739,Eastern,13,0,30.9,55,4.7,81,66,0.65,662.7
740,Western,17,5,18.7,55,0.0,88,59,0.4,634.7
741,Central,14,1,27.4,53,8.3,80,67,0.15,686.1
742,Central,21,3,29.4,60,0.0,57,38,0.1,560.8
743,Central,22,4,34.6,82,15.3,73,45,0.06,561.6
744,Western,19,6,34.8,42,3.6,67,94,0.25,794.0
745,Western,20,3,24.1,77,0.0,82,55,0.05,642.7
746,Eastern,14,0,20.1,66,0.0,51,32,0.61,415.8
747,Eastern,2,3,29.5,46,0.0,69,32,0.13,511.8
748,Western,21,6,26.8,66,3.9,81,84,0.07,759.1
749,Western,10,6,32.6,69,11.4,57,69,0.38,588.3
750,Northern,12,3,25.8,37,6.3,95,41,0.49,594.5
751,Western,4,2,30.2,66,3.6,92,90,0.23,775.8
752,Northern,18,3,26.1,89,3.9,81,95,0.49,783.7
753,Central,19,5,24.0,53,2.5,58,66,0.15,660.5
754,Western,23,4,18.5,92,0.0,72,65,0.03,595.2
755,Central,1,5,22.2,50,0.0,69,34,0.03,518.4
756,Western,0,4,23.5,64,0.1,67,22,0.0,428.2
757,Central,18,0,34.8,59,0.0,81,32,0.35,608.7
758,Northern,6,2,26.4,86,3.4,73,75,0.1,638.5
759,Northern,20,6,34.6,39,6.3,66,26,0.1,491.3
760,Central,18,3,31.7,74,2.9,87,63,0.14,736.8
761,Northern,18,6,27.0,62,5.2,82,58,0.22,664.9
762,Eastern,17,2,21.4,60,3.0,51,86,0.5,643.4
763,Western,18,3,21.6,87,2.7,86,27,0.26,522.5
764,Western,11,3,20.5,44,2.8,76,60,0.79,586.7
765,Eastern,2,5,21.5,61,2.6,66,50,0.07,548.2
766,Western,3,1,21.3,50,4.3,85,75,0.11,687.9
767,Northern,1,1,20.7,43,11.7,92,90,0.01,760.1
768,Northern,1,5,26.3,36,13.0,88,58,0.07,634.5
769,Eastern,13,2,29.4,91,13.1,65,34,0.52,466.2
770,Northern,16,0,26.9,88,0.0,81,31,0.16,491.5
771,Eastern,3,6,31.7,56,7.0,77,47,0.04,567.5
772,Central,5,1,34.5,63,0.0,81,88,0.16,805.1
773,Eastern,3,2,27.3,65,0.0,73,80,0.18,676.1
774,Central,9,0,29.0,92,0.0,94,50,0.19,670.9
775,Central,12,2,28.9,79,0.0,84,50,0.86,636.4
776,Northern,12,0,33.5,60,13.0,55,50,0.3,491.1
777,Central,5,3,28.7,91,5.7,67,30,0.34,477.7
778,Central,15,3,30.5,94,7.3,60,53,0.38,548.1
779,Central,11,3,28.2,87,0.0,98,26,0.59,568.6
780,Northern,5,5,25.5,76,6.3,70,93,0.03,713.8
781,Western,5,1,26.8,84,7.1,100,60,0.19,659.6
782,Northern,23,1,22.4,78,0.0,62,30,0.03,430.2
783,Central,5,3,32.9,95,6.3,51,91,0.27,682.3
784,Eastern,20,1,33.4,64,5.5,53,71,0.21,654.6
785,Central,19,2,20.5,58,6.1,95,87,0.18,848.0
786,Northern,14,6,29.5,42,3.5,68,83,0.32,688.5
787,Eastern,13,6,21.5,48,7.1,76,43,0.37,537.4
788,Eastern,4,0,22.9,51,3.5,73,94,0.23,750.4
789,Western,14,0,18.2,43,12.4,93,47,0.59,568.1
790,Central,22,3,30.5,51,8.7,71,50,0.08,603.9
791,Central,11,4,34.0,86,0.0,50,52,0.46,537.0
792,Central,12,2,34.6,77,0.0,87,42,0.26,638.7
793,Western,16,3,33.8,91,0.9,59,53,0.08,543.3
794,Western,1,1,26.5,88,2.1,68,53,0.05,562.3
795,Western,8,4,23.3,92,7.2,98,39,0.37,599.7
796,Eastern,21,5,31.6,38,3.6,52,80,0.07,690.0
797,Northern,22,3,25.4,92,4.3,95,91,0.08,769.3
798,Eastern,15,0,32.4,90,5.8,68,43,0.63,522.6
799,Central,23,4,32.0,71,8.1,83,93,0.02,797.4
800,Northern,2,1,31.1,78,6.7,93,35,0.07,557.9
801,Western,18,0,32.2,44,8.5,79,54,0.3,649.2
802,Eastern,0,2,34.5,76,0.0,63,26,0.0,455.5
803,Western,9,2,31.6,82,14.1,55,71,0.19,608.9
804,Western,7,6,32.7,40,6.4,99,71,0.17,764.0
805,Northern,20,1,20.1,66,5.6,93,36,0.12,569.2
806,Western,3,6,24.2,47,0.0,67,92,0.15,722.4
807,Western,2,6,25.2,58,0.0,55,25,0.09,410.3
808,Central,14,5,21.8,78,0.4,68,79,0.36,668.4
809,Eastern,15,2,20.5,43,1.3,83,74,0.22,687.4
810,Western,1,4,19.3,37,0.0,56,79,0.06,631.1
811,Central,18,6,22.3,51,0.0,57,79,0.09,702.8
812,Northern,5,6,24.7,40,0.0,87,78,0.32,722.9
813,Eastern,14,4,31.7,56,12.9,63,43,0.07,508.2
814,Western,19,2,32.8,41,2.1,57,21,0.07,465.6
815,Western,15,3,29.8,90,0.0,69,66,0.52,600.7
816,Eastern,22,5,24.7,54,5.3,57,22,0.12,409.3
817,Western,6,6,18.5,65,0.0,90,88,0.1,747.2
818,Eastern,9,6,25.9,65,0.8,97,76,0.72,760.7
819,Western,15,0,32.6,72,3.2,53,62,0.01,570.1
820,Northern,20,6,30.1,61,7.7,52,82,0.13,650.7
821,Western,16,4,30.3,94,0.0,64,27,0.35,429.5
822,Western,13,4,23.4,39,2.2,57,83,0.57,658.8
823,Eastern,20,2,25.6,62,7.1,80,64,0.15,680.4
824,Western,16,1,28.0,78,0.0,58,57,0.48,553.8
825,Western,12,3,32.2,78,0.3,60,46,0.28,511.4
826,Western,23,0,29.3,43,4.4,56,73,0.08,622.7
827,Northern,15,2,22.0,70,3.9,72,40,0.13,499.6
828,Central,16,0,31.7,56,0.0,85,48,0.32,647.9
829,Eastern,10,6,24.0,37,3.8,94,85,0.5,761.9
830,Central,3,5,18.9,95,0.0,56,33,0.21,460.0
831,Northern,1,4,19.8,75,5.5,60,57,0.06,527.1
832,Eastern,16,3,30.5,41,5.7,57,45,0.29,519.0
833,Northern,13,6,31.1,50,5.9,82,41,0.08,549.3
834,Western,11,5,30.8,58,0.4,100,49,0.13,652.5
835,Northern,13,3,33.6,92,0.0,51,76,0.13,604.5
836,Western,0,5,31.7,95,7.1,99,41,0.0,603.8
837,Central,12,6,18.6,94,0.0,90,86,0.97,745.6
838,Northern,13,3,33.1,79,0.0,72,21,0.76,435.9
839,Western,16,4,33.6,79,0.0,94,64,0.59,696.3
840,Northern,20,3,31.2,91,2.6,74,36,0.17,542.6
841,Eastern,17,2,21.6,67,0.0,51,23,0.52,380.5
842,Central,17,4,22.4,88,4.2,96,27,0.49,539.2
843,Central,8,5,26.6,42,9.9,78,58,0.38,665.3
844,Eastern,0,3,23.8,50,8.1,72,58,0.0,570.9
845,Central,22,4,29.4,80,0.0,70,86,0.1,748.4
846,Central,11,3,19.7,80,0.0,53,74,0.81,614.0
847,Western,15,1,25.6,58,0.7,66,94,0.37,713.1
848,Eastern,13,3,29.7,95,0.0,59,84,0.12,664.0
849,Eastern,22,3,20.2,80,0.0,79,80,0.01,694.4
850,Central,5,4,24.3,95,10.2,57,67,0.24,601.3
851,Northern,1,4,20.6,58,1.4,81,23,0.07,472.1
852,Northern,4,6,28.0,38,6.9,63,43,0.27,499.8
853,Western,15,0,20.1,57,4.4,86,59,0.42,624.5
854,Eastern,10,6,24.4,88,1.7,82,78,0.63,678.9
855,Western,21,3,20.5,81,0.0,74,49,0.23,600.9
856,Central,10,4,18.8,77,9.3,60,23,0.48,409.3
857,Central,22,2,27.5,42,1.7,86,86,0.03,794.5
858,Central,15,4,33.2,42,0.0,67,46,0.18,583.6
859,Northern,22,6,33.1,63,8.3,75,95,0.01,753.4
860,Western,0,2,25.4,61,9.1,66,31,0.0,461.2
861,Eastern,3,4,20.9,44,6.5,69,72,0.17,649.4
862,Western,1,4,34.3,46,4.7,56,60,0.01,576.5
863,Eastern,10,2,24.4,87,4.3,98,95,0.2,807.0
864,Western,16,6,26.6,95,4.3,85,72,0.04,678.0
865,Central,0,3,28.8,93,6.0,65,91,0.0,726.2
866,Eastern,4,2,27.7,63,9.1,100,38,0.12,602.5
867,Western,5,6,22.2,95,0.0,52,20,0.34,370.4
868,Western,19,2,29.1,45,14.6,67,52,0.35,587.1
869,Central,12,2,32.3,48,0.0,60,88,0.56,724.1
870,Northern,9,0,24.7,42,6.9,77,46,0.46,554.1
871,Western,10,5,34.1,75,2.4,67,51,0.55,569.7
872,Eastern,10,2,21.6,73,0.0,91,20,0.51,505.0
873,Western,0,0,29.4,61,0.0,98,70,0.0,729.2
